name,type1,type2,hp,atk,def,spa,spd,spe,ability1,ability2,ability3,moveset
Kecleon,Normal,NULL,60,90,70,60,120,40,Color Change,Protean,NULL,"aerialace, afteryou, ancientpower, aquatail, astonish, attract, bind, blizzard, bodyslam, brickbreak, camouflage, captivate, chargebeam, confide, counter, cut, defensecurl, dig, disable, dizzypunch, doubleedge, doubleteam, drainpunch, dynamicpunch, endure, facade, fakeout, feint, feintattack, fireblast, firepunch, flamethrower, flash, fling, focuspunch, foulplay, frustration, furycutter, furyswipes, grassknot, headbutt, hiddenpower, honeclaws, icebeam, icepunch, icywind, incinerate, irontail, knockoff, lastresort, lick, lowkick, magiccoat, megakick, megapunch, metronome, mimic, mudslap, nastyplot, naturalgift, poweruppunch, protect, psybeam, psychup, raindance, recover, recycle, reflecttype, rest, retaliate, return, rockslide, rocksmash, rocktomb, roleplay, rollout, round, scratch, screech, secretpower, seismictoss, shadowball, shadowclaw, shadowsneak, shockwave, skillswap, slash, sleeptalk, snatch, snore, solarbeam, stealthrock, strength, substitute, suckerpunch, sunnyday, swagger, swift, synchronoise, tailwhip, thief, thunder, thunderbolt, thunderpunch, thunderwave, toxic, trick, trickroom, waterpulse, wonderroom, workup"
Shuppet,Ghost,NULL,44,75,35,63,33,45,Insomnia,Frisk,Cursed Body,"allyswitch, astonish, attract, bodyslam, calmmind, captivate, chargebeam, confide, confuseray, curse, darkpulse, dazzlinggleam, destinybond, disable, doubleedge, doubleteam, dreameater, embargo, endure, facade, feintattack, flash, foresight, foulplay, frustration, grudge, gunkshot, headbutt, hex, hiddenpower, icywind, imprison, knockoff, magiccoat, magicroom, mimic, naturalgift, nightmare, nightshade, ominouswind, painsplit, payback, phantomforce, protect, psychic, psychup, pursuit, raindance, rest, return, roleplay, round, screech, secretpower, shadowball, shadowsneak, shockwave, skillswap, sleeptalk, snatch, snore, spite, substitute, suckerpunch, sunnyday, swagger, taunt, telekinesis, thief, thunder, thunderbolt, thunderwave, torment, toxic, trick, trickroom, willowisp"
Banette,Ghost,NULL,64,115,65,83,63,65,Insomnia,Frisk,Cursed Body,"allyswitch, attract, bodyslam, calmmind, captivate, chargebeam, confide, cottonguard, curse, darkpulse, dazzlinggleam, doubleedge, doubleteam, dreameater, embargo, endure, facade, feintattack, flash, fling, foulplay, frustration, gigaimpact, grudge, gunkshot, headbutt, helpinghand, hex, hiddenpower, hyperbeam, icywind, infestation, knockoff, magiccoat, magicroom, metronome, mimic, mudslap, naturalgift, nightmare, nightshade, ominouswind, painsplit, payback, phantomforce, protect, psychic, psychup, raindance, rest, return, roleplay, round, screech, secretpower, shadowball, shadowclaw, shadowsneak, shockwave, skillswap, sleeptalk, snatch, snore, spite, substitute, suckerpunch, sunnyday, swagger, taunt, telekinesis, thief, throatchop, thunder, thunderbolt, thunderwave, torment, toxic, trick, trickroom, willowisp"
Duskull,Ghost,NULL,20,40,90,30,90,25,Levitate,Frisk,NULL,"allyswitch, astonish, attract, blizzard, bodyslam, calmmind, captivate, chargebeam, confide, confuseray, curse, darkpulse, destinybond, disable, doubleedge, doubleteam, dreameater, embargo, endure, facade, feintattack, flash, fling, foresight, frustration, futuresight, gravity, grudge, haze, headbutt, helpinghand, hex, hiddenpower, icebeam, icywind, imprison, infestation, leer, meanlook, memento, mimic, naturalgift, nightmare, nightshade, ominouswind, painsplit, payback, poltergeist, protect, psychic, psychup, pursuit, raindance, rest, return, revenge, round, secretpower, shadowball, shadowsneak, skillswap, skittersmack, sleeptalk, snatch, snore, spite, substitute, suckerpunch, sunnyday, swagger, taunt, telekinesis, thief, torment, toxic, trick, trickroom, willowisp, wonderroom"
Dusclops,Ghost,NULL,40,70,130,60,130,25,Pressure,Frisk,NULL,"allyswitch, astonish, attract, bind, blizzard, bodyslam, brickbreak, bulldoze, calmmind, captivate, chargebeam, confide, confuseray, counter, curse, darkpulse, disable, doubleedge, doubleteam, dreameater, dynamicpunch, earthquake, embargo, endure, facade, firepunch, flash, fling, focuspunch, foresight, frustration, futuresight, gigaimpact, gravity, headbutt, helpinghand, hex, hiddenpower, hyperbeam, icebeam, icepunch, icywind, imprison, infestation, leer, meanlook, megakick, megapunch, metronome, mimic, mudslap, naturalgift, nightmare, nightshade, ominouswind, painsplit, payback, poltergeist, poweruppunch, protect, psychic, psychup, pursuit, raindance, rest, return, revenge, rockslide, rocksmash, rocktomb, round, secretpower, seismictoss, shadowball, shadowpunch, shadowsneak, skillswap, skittersmack, sleeptalk, snatch, snore, spite, strength, substitute, suckerpunch, sunnyday, swagger, taunt, telekinesis, thief, thunderpunch, torment, toxic, trick, trickroom, willowisp, wonderroom"
Tropius,Grass,Flying,99,68,83,72,87,51,Chlorophyll,Solar Power,Harvest,"aerialace, aircutter, airslash, attract, bestow, bodyslam, brutalswing, bulldoze, bulletseed, captivate, confide, curse, cut, defog, doubleedge, doubleteam, dragondance, dragonhammer, dragonpulse, earthquake, endure, energyball, facade, flash, fly, frustration, furycutter, gigadrain, gigaimpact, grassknot, growth, gust, headbutt, hiddenpower, hyperbeam, leafblade, leafstorm, leaftornado, leechseed, leer, magicalleaf, mimic, mudslap, naturalgift, naturepower, ominouswind, outrage, protect, razorleaf, razorwind, rest, return, roar, rocksmash, roost, round, safeguard, secretpower, seedbomb, silverwind, slam, sleeptalk, snore, solarbeam, steelwing, stomp, stompingtantrum, strength, substitute, sunnyday, swagger, sweetscent, swordsdance, synthesis, tailwind, toxic, twister, whirlwind, worryseed"
Chimecho,Psychic,NULL,75,50,80,95,90,65,Levitate,NULL,NULL,"allyswitch, astonish, attract, bind, calmmind, captivate, chargebeam, confide, confusion, cosmicpower, craftyshield, curse, dazzlinggleam, defensecurl, defog, disable, doubleedge, doubleteam, dreameater, echoedvoice, endure, energyball, extrasensory, facade, flash, frustration, futuresight, grassknot, gravity, growl, healbell, healingwish, healpulse, helpinghand, hiddenpower, hypervoice, hypnosis, icywind, knockoff, laserfocus, lastresort, lightscreen, magiccoat, mimic, naturalgift, nightmare, perishsong, protect, psychic, psychup, psyshock, psywave, raindance, recover, recycle, reflect, rest, return, rollout, round, safeguard, secretpower, shadowball, shockwave, signalbeam, skillswap, sleeptalk, snatch, snore, storedpower, substitute, sunnyday, swagger, synchronoise, takedown, taunt, telekinesis, thunderwave, torment, toxic, trick, trickroom, uproar, wish, wrap, yawn, zenheadbutt"
Absol,Dark,NULL,65,130,60,75,60,75,Pressure,Super Luck,Justified,"aerialace, airslash, assurance, attract, batonpass, bite, blizzard, bodyslam, bounce, brutalswing, calmmind, captivate, chargebeam, closecombat, confide, counter, curse, cut, darkpulse, detect, doubleedge, doubleteam, dreameater, echoedvoice, endure, facade, falseswipe, feint, feintattack, fireblast, flamethrower, flash, focusenergy, foulplay, frustration, furycutter, futuresight, gigaimpact, hail, headbutt, hex, hiddenpower, honeclaws, hyperbeam, icebeam, icywind, incinerate, irontail, knockoff, laserfocus, leer, magiccoat, meanlook, mefirst, megahorn, mimic, mudslap, naturalgift, nightmare, nightslash, payback, perishsong, playrough, protect, psychocut, psychup, punishment, pursuit, quickattack, raindance, razorwind, rest, retaliate, return, rockslide, rocksmash, rocktomb, roleplay, round, sandstorm, scratch, secretpower, shadowball, shadowclaw, shockwave, slash, sleeptalk, snarl, snatch, snore, spite, stoneedge, strength, substitute, suckerpunch, sunnyday, superpower, swagger, swift, swordsdance, taunt, thief, throatchop, thunder, thunderbolt, thunderwave, torment, toxic, waterpulse, willowisp, wish, xscissor, zenheadbutt"
Wynaut,Psychic,NULL,95,23,48,23,48,23,Shadow Tag,Telepathy,NULL,"amnesia, charm, counter, destinybond, encore, mirrorcoat, safeguard, splash, tickle"
Snorunt,Ice,NULL,50,50,50,50,50,50,Inner Focus,Ice Body,Moody,"astonish, attract, avalanche, bide, bite, blizzard, block, bodyslam, captivate, confide, crunch, disable, doubleedge, doubleteam, endure, facade, faketears, flash, frostbreath, frustration, hail, headbutt, hex, hiddenpower, icebeam, icefang, iceshard, iciclecrash, icywind, leer, lightscreen, mimic, naturalgift, powdersnow, protect, raindance, rest, return, rollout, round, safeguard, secretpower, shadowball, sing, sleeptalk, snore, spikes, spite, substitute, swagger, switcheroo, toxic, waterpulse, weatherball"
Glalie,Ice,NULL,80,80,80,80,80,80,Inner Focus,Ice Body,Moody,"astonish, attract, avalanche, bite, blizzard, block, bodyslam, bulldoze, captivate, confide, crunch, darkpulse, defensecurl, doubleedge, doubleteam, earthquake, endure, explosion, facade, faketears, flash, freezedry, frostbreath, frustration, gigaimpact, gyroball, hail, headbutt, hex, hiddenpower, hyperbeam, icebeam, icefang, iceshard, iciclespear, icywind, ironhead, laserfocus, leer, lightscreen, mimic, naturalgift, payback, powdersnow, protect, raindance, rest, return, rollout, round, safeguard, scaryface, secretpower, selfdestruct, shadowball, sheercold, signalbeam, sleeptalk, snore, spikes, spite, steelroller, substitute, superfang, swagger, taunt, torment, toxic, waterpulse, weatherball"
Spheal,Ice,Water,70,40,50,55,50,25,Thick Fat,Ice Body,Oblivious,"aquaring, aquatail, attract, aurorabeam, bellydrum, blizzard, bodyslam, brine, bulldoze, captivate, charm, confide, curse, defensecurl, dive, doubleedge, doubleteam, earthquake, echoedvoice, encore, endure, facade, fissure, frostbreath, frustration, growl, hail, headbutt, hiddenpower, iceball, icebeam, icywind, irontail, mimic, mudslap, naturalgift, powdersnow, protect, raindance, rest, return, rockslide, rocksmash, rocktomb, rollout, round, secretpower, sheercold, signalbeam, sleeptalk, snore, spitup, steelroller, stockpile, strength, substitute, superfang, surf, swagger, swallow, toxic, waterfall, watergun, waterpulse, watersport, whirlpool, yawn"
Sealeo,Ice,Water,90,60,70,75,70,45,Thick Fat,Ice Body,Oblivious,"aquatail, attract, aurorabeam, blizzard, bodyslam, brine, bulldoze, captivate, confide, defensecurl, dive, doubleedge, doubleteam, earthquake, echoedvoice, encore, endure, facade, frostbreath, frustration, growl, hail, headbutt, hiddenpower, iceball, icebeam, iciclespear, icywind, irontail, mimic, mudslap, naturalgift, powdersnow, protect, raindance, rest, return, roar, rockslide, rocksmash, rocktomb, rollout, round, secretpower, sheercold, signalbeam, sleeptalk, snore, steelroller, strength, substitute, superfang, surf, swagger, toxic, waterfall, watergun, waterpulse, whirlpool"
Walrein,Ice,Water,110,80,90,95,90,65,Thick Fat,Ice Body,Oblivious,"aquatail, attract, aurorabeam, avalanche, blizzard, block, bodypress, bodyslam, brine, bulldoze, captivate, confide, crunch, defensecurl, dive, doubleedge, doubleteam, earthquake, echoedvoice, encore, endure, facade, frostbreath, frustration, furycutter, gigaimpact, growl, hail, headbutt, heavyslam, hiddenpower, hydropump, hyperbeam, iceball, icebeam, icefang, iciclespear, icywind, ironhead, irontail, liquidation, mimic, mudslap, naturalgift, powdersnow, protect, raindance, rest, return, roar, rockslide, rocksmash, rocktomb, rollout, round, secretpower, sheercold, signalbeam, sleeptalk, snore, steelroller, stompingtantrum, strength, substitute, superfang, surf, swagger, swordsdance, toxic, waterfall, watergun, waterpulse, whirlpool"
Clamperl,Water,NULL,35,64,85,74,55,32,Shell Armor,Rattled,NULL,"aquaring, attract, barrier, blizzard, bodyslam, brine, captivate, clamp, confide, confuseray, dive, doubleedge, doubleteam, endure, facade, frustration, hail, hiddenpower, icebeam, icywind, irondefense, mimic, muddywater, mudsport, naturalgift, protect, raindance, refresh, rest, return, round, scald, secretpower, shellsmash, sleeptalk, snore, substitute, supersonic, surf, swagger, toxic, waterfall, watergun, waterpulse, whirlpool"
Huntail,Water,NULL,55,104,105,94,75,52,Swift Swim,Water Veil,NULL,"aquatail, attract, batonpass, bind, bite, blizzard, bodyslam, bounce, brine, captivate, coil, confide, crunch, dive, doubleedge, doubleteam, endure, facade, feintattack, frustration, gigaimpact, hail, hiddenpower, hydropump, hyperbeam, icebeam, icefang, icywind, infestation, mimic, mudslap, naturalgift, protect, raindance, rest, return, rocktomb, round, scald, scaryface, screech, secretpower, sleeptalk, snatch, snore, substitute, suckerpunch, superfang, surf, swagger, swift, toxic, waterfall, waterpulse, whirlpool"
Gorebyss,Water,NULL,55,84,105,114,75,52,Swift Swim,Hydration,NULL,"agility, amnesia, aquaring, aquatail, attract, batonpass, bind, blizzard, bodyslam, bounce, brine, captivate, coil, confide, confusion, dive, doubleedge, doubleteam, drainingkiss, endure, facade, frustration, gigaimpact, hail, hiddenpower, hydropump, hyperbeam, icebeam, icywind, infestation, mimic, mudslap, naturalgift, protect, psychic, psychup, raindance, rest, return, round, safeguard, scald, secretpower, shadowball, signalbeam, sleeptalk, snore, substitute, surf, swagger, swift, toxic, waterfall, waterpulse, watersport, whirlpool"
Relicanth,Water,Rock,100,90,130,45,65,55,Swift Swim,Rock Head,Sturdy,"amnesia, ancientpower, aquatail, attract, blizzard, bodypress, bodyslam, bounce, brine, bulldoze, calmmind, captivate, confide, dive, doubleedge, doubleteam, earthpower, earthquake, endure, facade, flail, frustration, gigaimpact, hail, harden, headbutt, headsmash, hiddenpower, hydropump, hyperbeam, icebeam, icywind, irondefense, liquidation, magnitude, meteorbeam, mimic, muddywater, mudshot, mudslap, mudsport, naturalgift, protect, psychup, raindance, rest, return, rockblast, rockpolish, rockslide, rocksmash, rocktomb, round, safeguard, sandstorm, scald, scaleshot, secretpower, skullbash, sleeptalk, smackdown, snore, stealthrock, stompingtantrum, stoneedge, substitute, surf, swagger, tackle, takedown, toxic, waterfall, watergun, waterpulse, watersport, whirlpool, yawn, zenheadbutt"
Luvdisc,Water,NULL,43,30,55,40,65,97,Swift Swim,Hydration,NULL,"agility, aquajet, aquaring, attract, blizzard, bounce, brine, captivate, charm, confide, dive, doubleedge, doubleteam, drainingkiss, endure, entrainment, facade, flail, frustration, hail, healpulse, heartstamp, hiddenpower, hydropump, icebeam, icywind, liquidation, luckychant, mimic, mudsport, naturalgift, protect, psychup, raindance, rest, return, round, safeguard, scald, secretpower, sleeptalk, snore, soak, splash, substitute, supersonic, surf, swagger, sweetkiss, swift, tackle, takedown, toxic, waterfall, watergun, waterpulse, watersport, whirlpool"
Bagon,Dragon,NULL,45,75,60,40,30,50,Rock Head,Sheer Force,NULL,"aerialace, attract, bite, bodyslam, brickbreak, captivate, confide, crunch, cut, defensecurl, doubleedge, doubleteam, dracometeor, dragonbreath, dragonclaw, dragondance, dragonpulse, dragonrage, dragonrush, ember, endure, facade, fireblast, firefang, flamethrower, focusenergy, frustration, furycutter, headbutt, hiddenpower, honeclaws, hydropump, hypervoice, incinerate, irondefense, leer, mimic, mudslap, naturalgift, outrage, protect, rage, raindance, rest, return, roar, rockslide, rocksmash, rocktomb, round, scaryface, secretpower, shadowclaw, sleeptalk, snore, strength, substitute, sunnyday, swagger, thrash, toxic, twister, wish, zenheadbutt"
Shelgon,Dragon,NULL,65,95,100,60,50,50,Rock Head,Overcoat,NULL,"aerialace, attract, bite, bodyslam, brickbreak, captivate, confide, crunch, cut, defensecurl, doubleedge, doubleteam, dracometeor, dragonbreath, dragonclaw, dragondance, dragonpulse, ember, endure, facade, fireblast, firefang, flamethrower, focusenergy, frustration, furycutter, headbutt, hiddenpower, honeclaws, hydropump, hypervoice, incinerate, irondefense, leer, mimic, mudslap, naturalgift, outrage, protect, rage, raindance, rest, return, roar, rockslide, rocksmash, rocktomb, rollout, round, scaryface, secretpower, shadowclaw, sleeptalk, snore, strength, substitute, sunnyday, swagger, toxic, twister, zenheadbutt"
Salamence,Dragon,Flying,95,135,80,110,80,100,Intimidate,Moxie,NULL,"aerialace, aircutter, airslash, aquatail, attract, bite, bodyslam, breakingswipe, brickbreak, brutalswing, bulldoze, captivate, confide, crunch, cut, defensecurl, defog, doubleedge, doubleteam, dracometeor, dragonbreath, dragonclaw, dragondance, dragonpulse, dragontail, dualwingbeat, earthquake, ember, endure, facade, fireblast, firefang, flamethrower, fly, focusenergy, frustration, furycutter, gigaimpact, headbutt, heatwave, hiddenpower, honeclaws, hurricane, hydropump, hyperbeam, hypervoice, incinerate, irondefense, irontail, laserfocus, leer, mimic, mudslap, naturalgift, ominouswind, outrage, protect, rage, raindance, refresh, rest, return, roar, rockslide, rocksmash, rocktomb, rollout, roost, round, scaryface, secretpower, shadowclaw, sleeptalk, snore, steelwing, stoneedge, strength, substitute, sunnyday, swagger, swift, tailwind, thunderfang, toxic, twister, zenheadbutt"
Beldum,Steel,Psychic,40,55,80,35,60,30,Clear Body,Light Metal,NULL,"headbutt, holdback, irondefense, ironhead, steelbeam, tackle, takedown, zenheadbutt"
Metang,Steel,Psychic,60,75,100,55,80,50,Clear Body,Light Metal,NULL,"aerialace, agility, allyswitch, bodyslam, brickbreak, bulldoze, bulletpunch, confide, confusion, cosmicpower, cut, defensecurl, doubleedge, doubleteam, dynamicpunch, earthquake, endure, expandingforce, explosion, facade, flash, flashcannon, frustration, furycutter, grassknot, gravity, gyroball, headbutt, hiddenpower, honeclaws, hyperbeam, icepunch, icywind, irondefense, ironhead, lightscreen, magnetrise, metalclaw, meteorbeam, meteormash, mimic, miracleeye, mudslap, naturalgift, poweruppunch, protect, psychic, psychocut, psychup, psyshock, pursuit, raindance, reflect, refresh, rest, return, rockpolish, rockslide, rocksmash, rocktomb, rollout, round, sandstorm, scaryface, secretpower, selfdestruct, shadowball, signalbeam, sleeptalk, sludgebomb, snore, stealthrock, steelbeam, steelroller, strength, substitute, sunnyday, swagger, swift, tackle, takedown, telekinesis, thunderpunch, toxic, trick, zenheadbutt"
Metagross,Steel,Psychic,80,135,130,95,90,70,Clear Body,Light Metal,NULL,"aerialace, agility, allyswitch, block, bodypress, bodyslam, brickbreak, brutalswing, bulldoze, bulletpunch, confide, confusion, cosmicpower, cut, defensecurl, doubleedge, doubleteam, dynamicpunch, earthquake, endure, expandingforce, explosion, facade, flash, flashcannon, frustration, furycutter, gigaimpact, grassknot, gravity, gyroball, hammerarm, headbutt, hiddenpower, honeclaws, hyperbeam, icepunch, icywind, irondefense, ironhead, laserfocus, lightscreen, magnetrise, metalclaw, meteorbeam, meteormash, mimic, miracleeye, mudslap, naturalgift, poweruppunch, protect, psychic, psychocut, psychup, psyshock, pursuit, raindance, reflect, rest, return, rockpolish, rockslide, rocksmash, rocktomb, rollout, round, sandstorm, scaryface, secretpower, selfdestruct, shadowball, signalbeam, sleeptalk, sludgebomb, snore, stealthrock, steelbeam, steelroller, stompingtantrum, strength, substitute, sunnyday, swagger, swift, tackle, takedown, telekinesis, thunderpunch, toxic, trick, zenheadbutt"
Regirock,Rock,NULL,80,100,200,50,100,50,Clear Body,Sturdy,NULL,"ancientpower, block, bodypress, bodyslam, brickbreak, bulldoze, chargebeam, confide, counter, curse, defensecurl, dig, doubleedge, doubleteam, drainpunch, dynamicpunch, earthpower, earthquake, endure, explosion, facade, firepunch, flashcannon, fling, focusblast, focuspunch, frustration, gigaimpact, gravity, hammerarm, headbutt, heavyslam, hiddenpower, hyperbeam, icepunch, irondefense, ironhead, lockon, megakick, megapunch, meteorbeam, mimic, mudslap, naturalgift, poweruppunch, protect, psychup, rest, return, rockblast, rockclimb, rockpolish, rockslide, rocksmash, rockthrow, rocktomb, rollout, round, safeguard, sandstorm, sandtomb, secretpower, seismictoss, selfdestruct, shockwave, sleeptalk, smackdown, snore, stealthrock, stomp, stompingtantrum, stoneedge, strength, substitute, sunnyday, superpower, swagger, thunder, thunderbolt, thunderpunch, thunderwave, toxic, zapcannon"
Regice,Ice,NULL,80,50,100,100,200,50,Clear Body,Ice Body,NULL,"amnesia, ancientpower, auroraveil, avalanche, blizzard, block, bodyslam, brickbreak, bulldoze, chargebeam, confide, counter, curse, defensecurl, doubleedge, doubleteam, dynamicpunch, earthquake, endure, explosion, facade, flashcannon, fling, focusblast, focuspunch, frostbreath, frustration, gigaimpact, gravity, hail, hammerarm, headbutt, heavyslam, hiddenpower, hyperbeam, icebeam, icepunch, iciclespear, icywind, ironhead, lockon, megakick, megapunch, mimic, mudslap, naturalgift, poweruppunch, protect, psychup, raindance, rest, return, rockclimb, rockpolish, rockslide, rocksmash, rocktomb, rollout, round, safeguard, secretpower, seismictoss, selfdestruct, shockwave, signalbeam, sleeptalk, snore, stomp, stompingtantrum, strength, substitute, superpower, swagger, thunder, thunderbolt, thunderpunch, thunderwave, toxic, zapcannon"
Registeel,Steel,NULL,80,75,150,75,150,50,Clear Body,Light Metal,NULL,"aerialace, amnesia, ancientpower, block, bodypress, bodyslam, brickbreak, bulldoze, chargebeam, confide, counter, curse, defensecurl, doubleedge, doubleteam, dynamicpunch, earthquake, endure, explosion, facade, flashcannon, fling, focusblast, focuspunch, frustration, gigaimpact, gravity, hammerarm, headbutt, heavyslam, hiddenpower, honeclaws, hyperbeam, icepunch, irondefense, ironhead, lockon, magnetrise, megakick, megapunch, metalclaw, meteorbeam, mimic, mudslap, naturalgift, poweruppunch, protect, psychup, raindance, rest, return, rockclimb, rockpolish, rockslide, rocksmash, rocktomb, rollout, round, safeguard, sandstorm, sandtomb, secretpower, seismictoss, selfdestruct, shadowclaw, shockwave, sleeptalk, snore, stealthrock, steelbeam, steelroller, stomp, stompingtantrum, strength, substitute, sunnyday, superpower, swagger, thunder, thunderbolt, thunderpunch, thunderwave, toxic, zapcannon"
Latias,Dragon,Psychic,80,80,90,110,130,110,Levitate,NULL,NULL,"aerialace, agility, airslash, allyswitch, attract, aurasphere, batonpass, bodyslam, breakingswipe, bulldoze, calmmind, captivate, chargebeam, charm, confide, confusion, covet, cut, defog, dive, doubleedge, doubleteam, dracometeor, dragonbreath, dragonclaw, dragondance, dragonpulse, dreameater, dualwingbeat, earthquake, endure, energyball, facade, flash, fly, frustration, furycutter, futuresight, gigaimpact, grassknot, guardsplit, healingwish, healpulse, helpinghand, hiddenpower, honeclaws, hyperbeam, icebeam, icywind, laserfocus, lastresort, lightscreen, magiccoat, magicroom, mimic, mistball, mudslap, mysticalfire, naturalgift, outrage, protect, psychic, psychocut, psychoshift, psychup, psyshock, psywave, raindance, recover, reflect, reflecttype, refresh, rest, retaliate, return, roar, roleplay, roost, round, safeguard, sandstorm, scaleshot, secretpower, shadowball, shadowclaw, shockwave, sleeptalk, snore, solarbeam, steelwing, storedpower, substitute, suckerpunch, sunnyday, surf, swagger, swift, tailwind, telekinesis, thunder, thunderbolt, thunderwave, toxic, triattack, trick, twister, waterfall, waterpulse, watersport, whirlpool, wish, zenheadbutt"
Latios,Dragon,Psychic,80,90,80,130,110,110,Levitate,NULL,NULL,"aerialace, agility, airslash, allyswitch, attract, aurasphere, batonpass, bodyslam, breakingswipe, bulldoze, calmmind, captivate, chargebeam, confide, confusion, cut, defog, dive, doubleedge, doubleteam, dracometeor, dragonbreath, dragonclaw, dragondance, dragonpulse, dreameater, dualwingbeat, earthquake, endure, energyball, facade, flash, fly, frustration, furycutter, futuresight, gigaimpact, grassknot, healblock, healpulse, helpinghand, hiddenpower, honeclaws, hyperbeam, icebeam, icywind, laserfocus, lastresort, lightscreen, lusterpurge, magiccoat, memento, mimic, mudslap, mysticalfire, naturalgift, outrage, powersplit, protect, psychic, psychocut, psychoshift, psychup, psyshock, psywave, raindance, recover, reflect, refresh, rest, retaliate, return, roar, roost, round, safeguard, sandstorm, scaleshot, secretpower, shadowball, shadowclaw, shockwave, simplebeam, sleeptalk, snore, solarbeam, steelwing, storedpower, substitute, sunnyday, surf, swagger, swift, tailwind, telekinesis, thunder, thunderbolt, thunderwave, toxic, triattack, trick, twister, waterfall, waterpulse, whirlpool, wonderroom, zenheadbutt"
Kyogre,Water,NULL,100,100,90,150,140,90,Drizzle,NULL,NULL,"ancientpower, aquaring, aquatail, avalanche, blizzard, block, bodyslam, brickbreak, brine, bulldoze, calmmind, confide, defensecurl, dive, doubleedge, doubleteam, earthquake, endure, facade, frustration, gigaimpact, hail, headbutt, heavyslam, hiddenpower, hydropump, hyperbeam, icebeam, icywind, ironhead, liquidation, mimic, muddywater, mudslap, naturalgift, originpulse, protect, psychup, raindance, rest, return, roar, rockslide, rocksmash, rocktomb, round, safeguard, scald, scaryface, secretpower, sheercold, shockwave, signalbeam, sleeptalk, snore, strength, substitute, surf, swagger, swift, thunder, thunderbolt, thunderwave, toxic, uproar, waterfall, waterpulse, waterspout, whirlpool"
Groudon,Ground,NULL,100,150,140,100,90,90,Drought,NULL,NULL,"aerialace, ancientpower, block, bodyslam, brickbreak, brutalswing, bulkup, bulldoze, confide, counter, cut, defensecurl, dig, doubleedge, doubleteam, dragonclaw, dragonpulse, dragontail, dynamicpunch, earthpower, earthquake, endure, eruption, facade, fireblast, firepunch, fissure, flamethrower, fling, focusblast, frustration, furycutter, gigaimpact, hammerarm, headbutt, heatcrash, heavyslam, hiddenpower, highhorsepower, honeclaws, hyperbeam, incinerate, ironhead, irontail, lavaplume, megakick, megapunch, mimic, mudshot, mudslap, naturalgift, overheat, poweruppunch, precipiceblades, protect, psychup, rest, return, roar, rockclimb, rockpolish, rockslide, rocksmash, rocktomb, rollout, round, safeguard, sandstorm, scaryface, scorchingsands, secretpower, seismictoss, shadowclaw, shockwave, slash, sleeptalk, smackdown, snore, solarbeam, stealthrock, stompingtantrum, stoneedge, strength, substitute, sunnyday, swagger, swift, swordsdance, thunder, thunderbolt, thunderpunch, thunderwave, toxic, uproar"
Rayquaza,Dragon,Flying,105,150,90,150,90,95,Air Lock,NULL,NULL,"aerialace, airslash, ancientpower, aquatail, avalanche, bind, blizzard, bodyslam, breakingswipe, brickbreak, brutalswing, bulkup, bulldoze, celebrate, confide, cosmicpower, crunch, defog, dive, doubleedge, doubleteam, dracometeor, dragonascent, dragonclaw, dragondance, dragonpulse, dragontail, earthpower, earthquake, echoedvoice, endure, energyball, extremespeed, facade, fireblast, flamethrower, fling, fly, focusblast, frustration, furycutter, gigaimpact, gyroball, headbutt, hiddenpower, honeclaws, hurricane, hydropump, hyperbeam, hypervoice, icebeam, icywind, incinerate, ironhead, irontail, meteorbeam, mimic, mudslap, naturalgift, outrage, overheat, protect, psychup, raindance, rest, return, roar, rockslide, rocksmash, rocktomb, round, sandstorm, scaleshot, scaryface, secretpower, shadowclaw, shockwave, skydrop, sleeptalk, snore, solarbeam, stoneedge, strength, substitute, sunnyday, surf, swagger, swift, swordsdance, tailwind, thunder, thunderbolt, thunderwave, toxic, twister, uproar, vcreate, waterfall, waterpulse, whirlpool"
Jirachi,Steel,Psychic,100,100,100,100,100,100,Serene Grace,NULL,NULL,"aerialace, allyswitch, amnesia, ancientpower, aurasphere, batonpass, bodyslam, calmmind, chargebeam, charm, confide, confusion, cosmicpower, dazzlinggleam, defensecurl, doomdesire, doubleedge, doubleteam, dracometeor, drainpunch, dreameater, dynamicpunch, encore, endure, energyball, expandingforce, facade, firepunch, flash, flashcannon, fling, followme, frustration, futuresight, gigaimpact, grassknot, gravity, happyhour, headbutt, healingwish, heartstamp, helpinghand, hiddenpower, hyperbeam, icepunch, icywind, imprison, irondefense, ironhead, lastresort, lifedew, lightscreen, luckychant, magiccoat, magicroom, megakick, megapunch, meteorbeam, meteormash, metronome, mimic, moonblast, mudslap, naturalgift, nightmare, playrough, poweruppunch, protect, psychic, psychup, psyshock, raindance, recycle, reflect, refresh, rest, return, round, safeguard, sandstorm, secretpower, shadowball, shockwave, signalbeam, skillswap, sleeptalk, snore, stealthrock, steelbeam, storedpower, substitute, sunnyday, swagger, swift, telekinesis, thunder, thunderbolt, thunderpunch, thunderwave, toxic, trick, trickroom, uproar, uturn, waterpulse, wish, zenheadbutt"
